gene	isoname	is_basic
IQCM	IQCM-205	1
DCLK2	DCLK2-201	1
DCLK2	DCLK2-207	1
DCLK2	DCLK2-204	1
DCLK2	DCLK2-202	1
LRBA	LRBA-220	1
LRBA	LRBA-201	1
LRBA	LRBA-209	1
LRBA	LRBA-207	0
LRBA	LRBA-219	0
LRBA	LRBA-216	0
LRBA	LRBA-206	0
LRBA	LRBA-204	1
LRBA	LRBA-217	0
LRBA	LRBA-202	0
MAB21L2	MAB21L2-201	1
RPS3A	RPS3A-208	1
RPS3A	RPS3A-203	0
RPS3A	RPS3A-201	1
RPS3A	RPS3A-212	1
RPS3A	RPS3A-202	0
RPS3A	RPS3A-210	1
RPS3A	RPS3A-207	0
RPS3A	RPS3A-211	0
RPS3A	RPS3A-205	0
RPS3A	RPS3A-213	0
RPS3A	RPS3A-204	1
RPS3A	RPS3A-209	0
SH3D19	SH3D19-203	1
SH3D19	SH3D19-201	1
SH3D19	SH3D19-202	1
SH3D19	SH3D19-210	1
SH3D19	SH3D19-211	1
SH3D19	SH3D19-214	1
SH3D19	SH3D19-204	1
SH3D19	SH3D19-205	0
PRSS48	PRSS48-202	1
PRSS48	PRSS48-201	1
FAM160A1	FAM160A1-201	1
FAM160A1	FAM160A1-202	0
FAM160A1	FAM160A1-208	0
FAM160A1	FAM160A1-209	0
FAM160A1	FAM160A1-207	0
FAM160A1	FAM160A1-203	1
GATB	GATB-201	1
GATB	GATB-213	1
GATB	GATB-209	1
GATB	GATB-205	1
FBXW7	FBXW7-203	1
FBXW7	FBXW7-202	1
FBXW7	FBXW7-204	1
FBXW7	FBXW7-201	1
FBXW7	FBXW7-206	1
FBXW7	FBXW7-211	1
FBXW7	FBXW7-212	0
FBXW7	FBXW7-215	0
FBXW7	FBXW7-214	0
FBXW7	FBXW7-213	0
TMEM154	TMEM154-201	1
TMEM154	TMEM154-204	1
TMEM154	TMEM154-202	1
TIGD4	TIGD4-201	1
ARFIP1	ARFIP1-205	1
ARFIP1	ARFIP1-204	1
ARFIP1	ARFIP1-201	1
ARFIP1	ARFIP1-203	1
ARFIP1	ARFIP1-202	1
FHDC1	FHDC1-202	1
FHDC1	FHDC1-201	1
TRIM2	TRIM2-289	1
TRIM2	TRIM2-258	1
TRIM2	TRIM2-286	1
TRIM2	TRIM2-288	1
TRIM2	TRIM2-221	1
TRIM2	TRIM2-238	1
TRIM2	TRIM2-290	1
TRIM2	TRIM2-260	1
TRIM2	TRIM2-203	1
TRIM2	TRIM2-211	1
TRIM2	TRIM2-204	1
TRIM2	TRIM2-202	1
TRIM2	TRIM2-209	1
TRIM2	TRIM2-205	1
TRIM2	TRIM2-259	1
TRIM2	TRIM2-225	1
TRIM2	TRIM2-201	1
TRIM2	TRIM2-236	1
TRIM2	TRIM2-275	1
TRIM2	TRIM2-254	1
TRIM2	TRIM2-249	1
TRIM2	TRIM2-246	1
TRIM2	TRIM2-243	1
TRIM2	TRIM2-229	1
TRIM2	TRIM2-239	1
TRIM2	TRIM2-263	1
TRIM2	TRIM2-228	1
TRIM2	TRIM2-255	1
TRIM2	TRIM2-210	1
TRIM2	TRIM2-222	1
TRIM2	TRIM2-232	1
TRIM2	TRIM2-266	1
TRIM2	TRIM2-251	1
TRIM2	TRIM2-220	1
TRIM2	TRIM2-273	1
TRIM2	TRIM2-285	1
TRIM2	TRIM2-231	1
TRIM2	TRIM2-287	1
TRIM2	TRIM2-277	1
TRIM2	TRIM2-224	1
TRIM2	TRIM2-215	1
TRIM2	TRIM2-223	1
TRIM2	TRIM2-276	1
TRIM2	TRIM2-237	1
TRIM2	TRIM2-247	1
TRIM2	TRIM2-219	1
TRIM2	TRIM2-267	1
TRIM2	TRIM2-282	1
TRIM2	TRIM2-213	1
TRIM2	TRIM2-281	1
TRIM2	TRIM2-214	1
TRIM2	TRIM2-256	1
TRIM2	TRIM2-207	1
AC013477.2	AC013477.2-201	1
AC013477.2	AC013477.2-203	1
AC013477.2	AC013477.2-204	1
AC013477.2	AC013477.2-205	1
MND1	MND1-206	1
MND1	MND1-201	1
MND1	MND1-204	0
MND1	MND1-203	1
TMEM131L	TMEM131L-202	1
TMEM131L	TMEM131L-203	1
TMEM131L	TMEM131L-201	0
TLR2	TLR2-208	0
TLR2	TLR2-207	0
TLR2	TLR2-202	1
TLR2	TLR2-205	0
TLR2	TLR2-203	1
TLR2	TLR2-201	1
TLR2	TLR2-204	0
RNF175	RNF175-201	1
RNF175	RNF175-206	0
SFRP2	SFRP2-201	1
DCHS2	DCHS2-202	1
DCHS2	DCHS2-201	1
PLRG1	PLRG1-202	1
PLRG1	PLRG1-203	0
PLRG1	PLRG1-201	1
PLRG1	PLRG1-205	0
FGB	FGB-201	1
FGB	FGB-207	1
FGA	FGA-203	1
FGA	FGA-201	1
FGA	FGA-202	1
FGG	FGG-203	1
FGG	FGG-201	1
FGG	FGG-204	1
FGG	FGG-205	1
FGG	FGG-206	0
FGG	FGG-202	0
LRAT	LRAT-205	0
LRAT	LRAT-206	1
LRAT	LRAT-201	1
RBM46	RBM46-204	1
RBM46	RBM46-201	1
RBM46	RBM46-202	1
RBM46	RBM46-203	0
NPY2R	NPY2R-201	1
NPY2R	NPY2R-202	1
MAP9	MAP9-201	1
MAP9	MAP9-209	1
MAP9	MAP9-208	1
MAP9	MAP9-207	0
MAP9	MAP9-204	0
MAP9	MAP9-202	1
MAP9	MAP9-205	0
GUCY1A1	GUCY1A1-213	1
GUCY1A1	GUCY1A1-207	1
GUCY1A1	GUCY1A1-208	1
GUCY1A1	GUCY1A1-205	1
GUCY1A1	GUCY1A1-204	1
GUCY1A1	GUCY1A1-202	1
GUCY1A1	GUCY1A1-201	1
GUCY1A1	GUCY1A1-210	1
GUCY1B1	GUCY1B1-204	1
GUCY1B1	GUCY1B1-208	1
GUCY1B1	GUCY1B1-202	1
GUCY1B1	GUCY1B1-201	1
GUCY1B1	GUCY1B1-205	1
GUCY1B1	GUCY1B1-206	1
GUCY1B1	GUCY1B1-203	1
GUCY1B1	GUCY1B1-207	1
ASIC5	ASIC5-201	1
TDO2	TDO2-202	0
TDO2	TDO2-204	0
TDO2	TDO2-208	1
CTSO	CTSO-201	1
PDGFC	PDGFC-203	1
PDGFC	PDGFC-202	1
GLRB	GLRB-207	1
GLRB	GLRB-201	1
GLRB	GLRB-205	1
GLRB	GLRB-203	1
GRIA2	GRIA2-214	0
GRIA2	GRIA2-211	1
GRIA2	GRIA2-204	1
GRIA2	GRIA2-212	0
GRIA2	GRIA2-215	1
GRIA2	GRIA2-202	1
GRIA2	GRIA2-201	1
GRIA2	GRIA2-210	0
GRIA2	GRIA2-209	0
GRIA2	GRIA2-206	0
GRIA2	GRIA2-213	0
GASK1B	GASK1B-203	1
GASK1B	GASK1B-201	1
GASK1B	GASK1B-202	1
GASK1B	GASK1B-206	0
GASK1B	GASK1B-208	0
GASK1B	GASK1B-209	0
GASK1B	GASK1B-207	1
GASK1B	GASK1B-204	0
TMEM144	TMEM144-206	0
TMEM144	TMEM144-207	0
TMEM144	TMEM144-210	0
TMEM144	TMEM144-208	0
TMEM144	TMEM144-213	0
TMEM144	TMEM144-205	0
TMEM144	TMEM144-209	1
TMEM144	TMEM144-216	1
TMEM144	TMEM144-203	0
TMEM144	TMEM144-201	1
TMEM144	TMEM144-202	0
TMEM144	TMEM144-217	0
RXFP1	RXFP1-206	1
RXFP1	RXFP1-211	1
RXFP1	RXFP1-204	1
RXFP1	RXFP1-205	1
RXFP1	RXFP1-201	1
RXFP1	RXFP1-203	1
RXFP1	RXFP1-207	1
C4orf46	C4orf46-201	1
C4orf46	C4orf46-202	1
ETFDH	ETFDH-207	0
ETFDH	ETFDH-206	1
ETFDH	ETFDH-204	0
ETFDH	ETFDH-201	1
PPID	PPID-201	1
PPID	PPID-202	0
FNIP2	FNIP2-201	1
FNIP2	FNIP2-206	0
FNIP2	FNIP2-203	0
C4orf45	C4orf45-201	1
RAPGEF2	RAPGEF2-214	1
RAPGEF2	RAPGEF2-206	0
RAPGEF2	RAPGEF2-215	1
RAPGEF2	RAPGEF2-210	0
RAPGEF2	RAPGEF2-209	0
RAPGEF2	RAPGEF2-201	1
RAPGEF2	RAPGEF2-213	0
RAPGEF2	RAPGEF2-211	0
RAPGEF2	RAPGEF2-202	0
RAPGEF2	RAPGEF2-208	0
RAPGEF2	RAPGEF2-205	0
FSTL5	FSTL5-201	1
FSTL5	FSTL5-202	1
FSTL5	FSTL5-203	1
NAF1	NAF1-205	1
NAF1	NAF1-202	1
NAF1	NAF1-201	1
NPY1R	NPY1R-201	1
NPY1R	NPY1R-204	1
NPY1R	NPY1R-202	0
NPY1R	NPY1R-206	0
NPY1R	NPY1R-203	0
NPY1R	NPY1R-207	0
NPY1R	NPY1R-205	0
NPY5R	NPY5R-201	1
NPY5R	NPY5R-203	1
NPY5R	NPY5R-202	1
TKTL2	TKTL2-201	1
TMA16	TMA16-206	0
TMA16	TMA16-209	1
TMA16	TMA16-208	1
TMA16	TMA16-201	1
TMA16	TMA16-204	1
MARCHF1	MARCHF1-201	1
MARCHF1	MARCHF1-203	1
MARCHF1	MARCHF1-214	1
MARCHF1	MARCHF1-202	1
MARCHF1	MARCHF1-207	0
SMIM31	SMIM31-202	1
SMIM31	SMIM31-201	1
APELA	APELA-202	1
APELA	APELA-204	1
TRIM61	TRIM61-201	1
TRIM61	TRIM61-202	1
TRIM60	TRIM60-205	1
TRIM60	TRIM60-204	1
TRIM60	TRIM60-202	0
TRIM60	TRIM60-203	1
TRIM60	TRIM60-201	1
TRIM75P	TRIM75P-201	1
TMEM192	TMEM192-201	1
TMEM192	TMEM192-203	1
TMEM192	TMEM192-202	0
KLHL2	KLHL2-201	1
KLHL2	KLHL2-208	0
KLHL2	KLHL2-207	0
KLHL2	KLHL2-209	1
KLHL2	KLHL2-210	1
KLHL2	KLHL2-202	1
KLHL2	KLHL2-204	1
GK3P	GK3P-201	1
MSMO1	MSMO1-205	0
MSMO1	MSMO1-201	1
MSMO1	MSMO1-202	1
MSMO1	MSMO1-203	1
MSMO1	MSMO1-204	0
CPE	CPE-205	0
CPE	CPE-201	1
CPE	CPE-202	0
CPE	CPE-204	0
TLL1	TLL1-201	1
TLL1	TLL1-204	1
TLL1	TLL1-206	1
TLL1	TLL1-203	0
SPOCK3	SPOCK3-226	1
SPOCK3	SPOCK3-202	1
SPOCK3	SPOCK3-201	1
SPOCK3	SPOCK3-203	1
SPOCK3	SPOCK3-207	1
SPOCK3	SPOCK3-218	1
SPOCK3	SPOCK3-210	1
SPOCK3	SPOCK3-225	1
SPOCK3	SPOCK3-215	1
SPOCK3	SPOCK3-204	1
SPOCK3	SPOCK3-222	1
SPOCK3	SPOCK3-217	1
SPOCK3	SPOCK3-221	1
SPOCK3	SPOCK3-214	0
SPOCK3	SPOCK3-213	0
SPOCK3	SPOCK3-209	0
SPOCK3	SPOCK3-220	0
ANXA10	ANXA10-201	1
DDX60	DDX60-201	1
DDX60	DDX60-204	0
DDX60	DDX60-206	0
DDX60L	DDX60L-201	1
DDX60L	DDX60L-209	1
DDX60L	DDX60L-207	1
DDX60L	DDX60L-214	0
DDX60L	DDX60L-206	0
DDX60L	DDX60L-205	0
DDX60L	DDX60L-215	0
DDX60L	DDX60L-210	0
PALLD	PALLD-206	1
PALLD	PALLD-201	1
PALLD	PALLD-214	0
PALLD	PALLD-210	0
PALLD	PALLD-205	0
PALLD	PALLD-215	1
PALLD	PALLD-217	0
PALLD	PALLD-204	0
PALLD	PALLD-218	0
PALLD	PALLD-211	0
PALLD	PALLD-202	0
PALLD	PALLD-209	1
PALLD	PALLD-203	0
CBR4	CBR4-201	1
CBR4	CBR4-202	1
CBR4	CBR4-203	0
SH3RF1	SH3RF1-201	1
SH3RF1	SH3RF1-202	0
SH3RF1	SH3RF1-204	0
NEK1	NEK1-203	1
NEK1	NEK1-201	1
NEK1	NEK1-207	1
NEK1	NEK1-206	1
NEK1	NEK1-208	1
NEK1	NEK1-202	0
CLCN3	CLCN3-207	0
CLCN3	CLCN3-201	1
CLCN3	CLCN3-202	1
CLCN3	CLCN3-208	0
CLCN3	CLCN3-209	1
CLCN3	CLCN3-206	0
CLCN3	CLCN3-211	1
CLCN3	CLCN3-204	1
CLCN3	CLCN3-210	0
HPF1	HPF1-201	1
MFAP3L	MFAP3L-203	1
MFAP3L	MFAP3L-201	1
MFAP3L	MFAP3L-210	0
MFAP3L	MFAP3L-204	0
MFAP3L	MFAP3L-208	0
MFAP3L	MFAP3L-202	1
MFAP3L	MFAP3L-206	1
MFAP3L	MFAP3L-205	0
MFAP3L	MFAP3L-207	0
MFAP3L	MFAP3L-209	0
AADAT	AADAT-201	1
AADAT	AADAT-206	1
AADAT	AADAT-208	1
AADAT	AADAT-202	1
AADAT	AADAT-207	0
AADAT	AADAT-205	0
AADAT	AADAT-203	0
GALNTL6	GALNTL6-205	1
GALNTL6	GALNTL6-203	1
GALNTL6	GALNTL6-204	1
GALNTL6	GALNTL6-207	1
GALNT7	GALNT7-206	1
GALNT7	GALNT7-201	1
GALNT7	GALNT7-204	0
GALNT7	GALNT7-203	0
HMGB2	HMGB2-201	1
HMGB2	HMGB2-202	1
HMGB2	HMGB2-203	1
HMGB2	HMGB2-204	0
SAP30	SAP30-201	1
SCRG1	SCRG1-201	1
HAND2	HAND2-201	1
FBXO8	FBXO8-205	1
FBXO8	FBXO8-201	1
FBXO8	FBXO8-202	1
FBXO8	FBXO8-203	0
CEP44	CEP44-207	0
CEP44	CEP44-204	1
CEP44	CEP44-206	1
CEP44	CEP44-209	0
CEP44	CEP44-210	0
CEP44	CEP44-205	0
CEP44	CEP44-201	1
CEP44	CEP44-203	1
HPGD	HPGD-202	1
HPGD	HPGD-213	1
HPGD	HPGD-214	1
HPGD	HPGD-201	1
HPGD	HPGD-209	1
HPGD	HPGD-203	1
HPGD	HPGD-205	0
HPGD	HPGD-212	0
HPGD	HPGD-204	1
GLRA3	GLRA3-201	1
GLRA3	GLRA3-202	1
ADAM29	ADAM29-206	0
ADAM29	ADAM29-201	1
ADAM29	ADAM29-213	1
ADAM29	ADAM29-203	1
ADAM29	ADAM29-214	1
ADAM29	ADAM29-205	0
ADAM29	ADAM29-204	0
ADAM29	ADAM29-202	1
ADAM29	ADAM29-211	1
GPM6A	GPM6A-201	1
GPM6A	GPM6A-202	1
GPM6A	GPM6A-210	1
GPM6A	GPM6A-221	1
GPM6A	GPM6A-204	0
GPM6A	GPM6A-217	0
GPM6A	GPM6A-203	0
GPM6A	GPM6A-212	0
GPM6A	GPM6A-220	0
GPM6A	GPM6A-216	0
GPM6A	GPM6A-208	0
GPM6A	GPM6A-207	0
GPM6A	GPM6A-219	0
GPM6A	GPM6A-215	0
GPM6A	GPM6A-218	0
GPM6A	GPM6A-213	0
GPM6A	GPM6A-206	0
GPM6A	GPM6A-205	0
WDR17	WDR17-205	1
WDR17	WDR17-201	1
WDR17	WDR17-204	1
WDR17	WDR17-203	0
WDR17	WDR17-202	0
SPATA4	SPATA4-201	1
SPATA4	SPATA4-203	1
ASB5	ASB5-201	1
ASB5	ASB5-206	1
ASB5	ASB5-205	1
ASB5	ASB5-202	0
SPCS3	SPCS3-201	1
VEGFC	VEGFC-202	1
NEIL3	NEIL3-201	1
AGA	AGA-201	1
AGA	AGA-202	0
AGA	AGA-204	0
TENM3	TENM3-205	0
TENM3	TENM3-204	1
TENM3	TENM3-203	0
DCTD	DCTD-201	1
DCTD	DCTD-202	1
DCTD	DCTD-213	1
DCTD	DCTD-204	0
DCTD	DCTD-212	0
DCTD	DCTD-214	0
DCTD	DCTD-217	0
DCTD	DCTD-205	0
DCTD	DCTD-206	0
DCTD	DCTD-209	0
WWC2	WWC2-201	1
WWC2	WWC2-209	1
WWC2	WWC2-204	1
WWC2	WWC2-205	1
WWC2	WWC2-208	1
CLDN22	CLDN22-201	1
CLDN24	CLDN24-201	1
CDKN2AIP	CDKN2AIP-201	1
CDKN2AIP	CDKN2AIP-203	1
CDKN2AIP	CDKN2AIP-205	1
ING2	ING2-201	1
ING2	ING2-202	0
RWDD4	RWDD4-201	1
RWDD4	RWDD4-202	1
RWDD4	RWDD4-205	1
RWDD4	RWDD4-206	1
RWDD4	RWDD4-203	0
TRAPPC11	TRAPPC11-202	1
TRAPPC11	TRAPPC11-201	1
TRAPPC11	TRAPPC11-209	1
STOX2	STOX2-205	1
STOX2	STOX2-201	1
STOX2	STOX2-202	0
ENPP6	ENPP6-201	1
ENPP6	ENPP6-204	0
IRF2	IRF2-201	1
IRF2	IRF2-204	0
IRF2	IRF2-202	0
IRF2	IRF2-206	0
IRF2	IRF2-208	0
IRF2	IRF2-205	0
CASP3	CASP3-202	1
CASP3	CASP3-201	1
CASP3	CASP3-206	1
CASP3	CASP3-205	1
CASP3	CASP3-203	1
CASP3	CASP3-204	0
PRIMPOL	PRIMPOL-211	1
PRIMPOL	PRIMPOL-202	1
PRIMPOL	PRIMPOL-209	1
PRIMPOL	PRIMPOL-201	1
PRIMPOL	PRIMPOL-204	0
CENPU	CENPU-201	1
CENPU	CENPU-206	0
ACSL1	ACSL1-201	1
ACSL1	ACSL1-202	1
ACSL1	ACSL1-212	1
ACSL1	ACSL1-211	1
ACSL1	ACSL1-203	0
ACSL1	ACSL1-208	1
ACSL1	ACSL1-204	1
ACSL1	ACSL1-210	1
ACSL1	ACSL1-205	1
ACSL1	ACSL1-206	0
HELT	HELT-204	1
HELT	HELT-202	1
HELT	HELT-201	1
SLC25A4	SLC25A4-201	1
CFAP97	CFAP97-202	1
CFAP97	CFAP97-205	1
CFAP97	CFAP97-206	0
CFAP97	CFAP97-201	1
CFAP97	CFAP97-204	0
SNX25	SNX25-207	1
SNX25	SNX25-202	1
SNX25	SNX25-208	1
SNX25	SNX25-201	1
LRP2BP	LRP2BP-201	1
LRP2BP	LRP2BP-203	1
LRP2BP	LRP2BP-202	1
LRP2BP	LRP2BP-204	0
ANKRD37	ANKRD37-204	0
ANKRD37	ANKRD37-201	1
UFSP2	UFSP2-201	1
UFSP2	UFSP2-208	0
UFSP2	UFSP2-205	0
UFSP2	UFSP2-204	0
C4orf47	C4orf47-203	0
C4orf47	C4orf47-204	0
C4orf47	C4orf47-201	1
CCDC110	CCDC110-202	1
CCDC110	CCDC110-201	1
CCDC110	CCDC110-207	0
CCDC110	CCDC110-209	1
CCDC110	CCDC110-204	0
CCDC110	CCDC110-206	0
CCDC110	CCDC110-205	0
PDLIM3	PDLIM3-201	1
PDLIM3	PDLIM3-203	1
PDLIM3	PDLIM3-202	1
PDLIM3	PDLIM3-212	1
PDLIM3	PDLIM3-213	1
SORBS2	SORBS2-265	0
SORBS2	SORBS2-209	1
SORBS2	SORBS2-230	1
SORBS2	SORBS2-201	1
SORBS2	SORBS2-221	1
SORBS2	SORBS2-203	1
SORBS2	SORBS2-231	1
SORBS2	SORBS2-204	1
SORBS2	SORBS2-206	1
SORBS2	SORBS2-202	0
SORBS2	SORBS2-235	0
SORBS2	SORBS2-222	0
SORBS2	SORBS2-229	0
SORBS2	SORBS2-228	0
SORBS2	SORBS2-224	0
SORBS2	SORBS2-225	0
SORBS2	SORBS2-217	0
SORBS2	SORBS2-232	0
SORBS2	SORBS2-227	0
SORBS2	SORBS2-239	0
SORBS2	SORBS2-238	0
SORBS2	SORBS2-214	0
SORBS2	SORBS2-223	0
SORBS2	SORBS2-234	0
SORBS2	SORBS2-226	0
SORBS2	SORBS2-207	0
SORBS2	SORBS2-210	0
SORBS2	SORBS2-205	0
SORBS2	SORBS2-211	0
SORBS2	SORBS2-213	0
SORBS2	SORBS2-240	0
SORBS2	SORBS2-218	0
SORBS2	SORBS2-220	0
SORBS2	SORBS2-208	0
SORBS2	SORBS2-219	0
SORBS2	SORBS2-233	0
SORBS2	SORBS2-215	0
SORBS2	SORBS2-212	0
SORBS2	SORBS2-236	0
SORBS2	SORBS2-216	0
SORBS2	SORBS2-237	0
TLR3	TLR3-205	0
TLR3	TLR3-201	1
TLR3	TLR3-202	1
FAM149A	FAM149A-206	1
FAM149A	FAM149A-202	1
FAM149A	FAM149A-207	0
FAM149A	FAM149A-210	0
FAM149A	FAM149A-209	0
FAM149A	FAM149A-201	1
FAM149A	FAM149A-205	1
FAM149A	FAM149A-215	1
FAM149A	FAM149A-203	1
FAM149A	FAM149A-211	0
FAM149A	FAM149A-212	0
FAM149A	FAM149A-204	0
CYP4V2	CYP4V2-201	1
KLKB1	KLKB1-206	0
KLKB1	KLKB1-202	0
KLKB1	KLKB1-203	0
KLKB1	KLKB1-201	1
KLKB1	KLKB1-207	1
F11	F11-203	1
F11	F11-205	1
F11	F11-202	1
F11	F11-204	0
F11	F11-201	0
AC018709.1	AC018709.1-201	1
MTNR1A	MTNR1A-201	1
FAT1	FAT1-201	1
FAT1	FAT1-212	1
FAT1	FAT1-211	0
FAT1	FAT1-204	0
FAT1	FAT1-209	0
FAT1	FAT1-208	0
ZFP42	ZFP42-202	1
ZFP42	ZFP42-201	1
ZFP42	ZFP42-203	1
TRIML2	TRIML2-207	1
TRIML2	TRIML2-201	0
TRIML1	TRIML1-201	1
FRG1	FRG1-205	0
FRG1	FRG1-201	1
FRG1	FRG1-206	0
FRG2	FRG2-202	1
FRG2	FRG2-201	1
DUX4	DUX4-206	1
DUX4	DUX4-205	1
DUX4	DUX4-204	1
DUX4	DUX4-203	1
PLEKHG4B	PLEKHG4B-204	1
PLEKHG4B	PLEKHG4B-201	1
PLEKHG4B	PLEKHG4B-202	0
LRRC14B	LRRC14B-201	1
CCDC127	CCDC127-201	1
CCDC127	CCDC127-202	0
SDHA	SDHA-220	1
SDHA	SDHA-204	1
SDHA	SDHA-213	1
SDHA	SDHA-201	1
SDHA	SDHA-219	0
SDHA	SDHA-211	0
PDCD6	PDCD6-211	1
PDCD6	PDCD6-212	1
PDCD6	PDCD6-213	1
PDCD6	PDCD6-201	1
PDCD6	PDCD6-202	1
PDCD6	PDCD6-206	1
PDCD6	PDCD6-205	1
PDCD6	PDCD6-204	0
AHRR	AHRR-207	0
AHRR	AHRR-204	0
AHRR	AHRR-209	1
AHRR	AHRR-208	1
AHRR	AHRR-201	0
AHRR	AHRR-202	1
AHRR	AHRR-206	0
PDCD6-AHRR	PDCD6-AHRR-201	1
EXOC3	EXOC3-209	1
EXOC3	EXOC3-204	0
EXOC3	EXOC3-201	1
SLC9A3	SLC9A3-201	1
SLC9A3	SLC9A3-204	1
SLC9A3	SLC9A3-203	1
CEP72	CEP72-201	1
TPPP	TPPP-201	1
ZDHHC11B	ZDHHC11B-201	1
ZDHHC11B	ZDHHC11B-207	0
ZDHHC11B	ZDHHC11B-204	0
ZDHHC11	ZDHHC11-202	1
ZDHHC11	ZDHHC11-201	1
ZDHHC11	ZDHHC11-208	0
ZDHHC11	ZDHHC11-209	1
BRD9	BRD9-202	1
BRD9	BRD9-204	1
BRD9	BRD9-207	0
TRIP13	TRIP13-201	1
TRIP13	TRIP13-207	0
NKD2	NKD2-202	1
NKD2	NKD2-201	1
SLC12A7	SLC12A7-201	1
SLC12A7	SLC12A7-206	0
SLC12A7	SLC12A7-204	0
SLC6A19	SLC6A19-201	1
SLC6A18	SLC6A18-201	1
TERT	TERT-201	1
TERT	TERT-202	1
CLPTM1L	CLPTM1L-201	1
CLPTM1L	CLPTM1L-209	1
CLPTM1L	CLPTM1L-216	1
SLC6A3	SLC6A3-201	1
LPCAT1	LPCAT1-201	1
MRPL36	MRPL36-202	1
MRPL36	MRPL36-203	1
MRPL36	MRPL36-204	1
MRPL36	MRPL36-201	1
MRPL36	MRPL36-205	0
NDUFS6	NDUFS6-201	1
NDUFS6	NDUFS6-202	1
IRX4	IRX4-201	1
IRX4	IRX4-206	1
IRX4	IRX4-207	1
IRX4	IRX4-208	1
IRX4	IRX4-202	1
IRX4	IRX4-205	0
IRX2	IRX2-202	1
IRX2	IRX2-201	1
C5orf38	C5orf38-201	1
IRX1	IRX1-201	1
ADAMTS16	ADAMTS16-203	1
ADAMTS16	ADAMTS16-201	1
ICE1	ICE1-203	0
ICE1	ICE1-201	1
MED10	MED10-201	1
UBE2QL1	UBE2QL1-201	1
NSUN2	NSUN2-201	1
NSUN2	NSUN2-206	1
SRD5A1	SRD5A1-201	1
TENT4A	TENT4A-201	1
TENT4A	TENT4A-206	0
TENT4A	TENT4A-207	1
ADCY2	ADCY2-201	1
ADCY2	ADCY2-208	0
C5orf49	C5orf49-201	1
C5orf49	C5orf49-202	1
MTRR	MTRR-201	1
MTRR	MTRR-224	0
MTRR	MTRR-202	1
MTRR	MTRR-204	0
MTRR	MTRR-207	0
MTRR	MTRR-221	0
FASTKD3	FASTKD3-201	1
FASTKD3	FASTKD3-203	0
FASTKD3	FASTKD3-205	0
SEMA5A	SEMA5A-201	1
SEMA5A	SEMA5A-205	1
SEMA5A	SEMA5A-203	0
TAS2R1	TAS2R1-201	1
TAS2R1	TAS2R1-203	0
TAS2R1	TAS2R1-202	0
ATPSCKMT	ATPSCKMT-207	1
ATPSCKMT	ATPSCKMT-201	1
ATPSCKMT	ATPSCKMT-205	1
CCT5	CCT5-203	1
CCT5	CCT5-213	1
CCT5	CCT5-201	1
CCT5	CCT5-215	1
CCT5	CCT5-214	1
CCT5	CCT5-205	1
CMBL	CMBL-201	1
MARCHF6	MARCHF6-201	1
MARCHF6	MARCHF6-202	1
MARCHF6	MARCHF6-204	1
MARCHF6	MARCHF6-215	1
MARCHF6	MARCHF6-208	1
ROPN1L	ROPN1L-202	1
ROPN1L	ROPN1L-201	1
ANKRD33B	ANKRD33B-201	1
DAP	DAP-201	1
DAP	DAP-202	1
CTNND2	CTNND2-201	1
CTNND2	CTNND2-214	1
CTNND2	CTNND2-202	1
CTNND2	CTNND2-205	1
CTNND2	CTNND2-204	0
CTNND2	CTNND2-216	0
CTNND2	CTNND2-211	0
DNAH5	DNAH5-201	1
TRIO	TRIO-202	1
TRIO	TRIO-214	1
TRIO	TRIO-221	0
TRIO	TRIO-225	0
TRIO	TRIO-224	1
TRIO	TRIO-201	1
OTULINL	OTULINL-201	1
OTULIN	OTULIN-201	1
OTULIN	OTULIN-203	0
ANKH	ANKH-201	1
ANKH	ANKH-208	0
FBXL7	FBXL7-202	1
FBXL7	FBXL7-203	1
FBXL7	FBXL7-201	1
MARCHF11	MARCHF11-201	1
MARCHF11	MARCHF11-203	0
ZNF622	ZNF622-201	1
RETREG1	RETREG1-202	1
RETREG1	RETREG1-201	1
MYO10	MYO10-210	1
MYO10	MYO10-201	1
MYO10	MYO10-212	1
MYO10	MYO10-203	1
MYO10	MYO10-211	0
MYO10	MYO10-202	0
MYO10	MYO10-205	1
BASP1	BASP1-202	0
BASP1	BASP1-203	1
BASP1	BASP1-201	1
LINC02218	LINC02218-202	1
H3Y2	H3Y2-201	1
TAF11L2	TAF11L2-201	1
TAF11L3	TAF11L3-201	1
TAF11L4	TAF11L4-201	1
TAF11L5	TAF11L5-201	1
TAF11L6	TAF11L6-201	1
TAF11L7	TAF11L7-201	1
TAF11L8	TAF11L8-201	1
TAF11L9	TAF11L9-201	1
TAF11L10	TAF11L10-201	1
TAF11L11	TAF11L11-201	1
TAF11L12	TAF11L12-201	1
TAF11L13	TAF11L13-201	1
TAF11L14	TAF11L14-201	1
H3Y1	H3Y1-201	1
CDH18	CDH18-202	1
CDH18	CDH18-201	1
CDH18	CDH18-207	1
CDH18	CDH18-205	1
CDH18	CDH18-203	1
CDH18	CDH18-212	0
CDH18	CDH18-210	1
CDH12	CDH12-202	1
CDH12	CDH12-201	1
CDH12	CDH12-208	1
PRDM9	PRDM9-203	0
PRDM9	PRDM9-202	0
PRDM9	PRDM9-201	1
CDH10	CDH10-201	1
CDH9	CDH9-201	1
CDH9	CDH9-205	0
CDH9	CDH9-204	0
