gene	isoname	is_basic
PEX2	PEX2-202	0
PEX2	PEX2-203	0
PKIA	PKIA-202	1
PKIA	PKIA-201	1
PKIA	PKIA-203	1
ZC2HC1A	ZC2HC1A-201	1
ZC2HC1A	ZC2HC1A-202	0
IL7	IL7-201	1
IL7	IL7-202	1
IL7	IL7-210	1
IL7	IL7-206	1
IL7	IL7-211	1
STMN2	STMN2-201	1
STMN2	STMN2-202	1
STMN2	STMN2-203	1
HEY1	HEY1-212	1
HEY1	HEY1-214	1
HEY1	HEY1-202	1
HEY1	HEY1-208	1
HEY1	HEY1-201	1
HEY1	HEY1-213	1
HEY1	HEY1-204	0
MRPS28	MRPS28-201	1
MRPS28	MRPS28-205	0
MRPS28	MRPS28-207	1
MRPS28	MRPS28-208	1
MRPS28	MRPS28-204	0
MRPS28	MRPS28-206	0
MRPS28	MRPS28-202	0
MRPS28	MRPS28-203	0
TPD52	TPD52-201	1
TPD52	TPD52-203	1
TPD52	TPD52-209	1
TPD52	TPD52-213	1
TPD52	TPD52-204	1
TPD52	TPD52-202	1
TPD52	TPD52-211	1
TPD52	TPD52-215	0
ZBTB10	ZBTB10-201	1
ZBTB10	ZBTB10-203	1
ZBTB10	ZBTB10-202	1
ZBTB10	ZBTB10-204	1
ZBTB10	ZBTB10-205	1
ZNF704	ZNF704-201	1
ZNF704	ZNF704-204	0
PAG1	PAG1-201	1
FABP5	FABP5-201	1
FABP5	FABP5-202	1
PMP2	PMP2-201	1
PMP2	PMP2-202	1
FABP9	FABP9-201	1
FABP4	FABP4-201	1
FABP12	FABP12-201	1
IMPA1	IMPA1-201	1
IMPA1	IMPA1-202	1
IMPA1	IMPA1-203	1
IMPA1	IMPA1-213	0
IMPA1	IMPA1-207	0
IMPA1	IMPA1-209	0
IMPA1	IMPA1-211	0
IMPA1	IMPA1-205	0
SLC10A5	SLC10A5-201	1
ZFAND1	ZFAND1-201	1
ZFAND1	ZFAND1-221	1
ZFAND1	ZFAND1-219	1
ZFAND1	ZFAND1-217	1
ZFAND1	ZFAND1-214	1
ZFAND1	ZFAND1-212	0
ZFAND1	ZFAND1-204	1
ZFAND1	ZFAND1-208	1
ZFAND1	ZFAND1-211	0
ZFAND1	ZFAND1-222	0
ZFAND1	ZFAND1-203	0
ZFAND1	ZFAND1-215	0
ZFAND1	ZFAND1-205	0
ZFAND1	ZFAND1-210	0
CHMP4C	CHMP4C-201	1
SNX16	SNX16-202	1
SNX16	SNX16-201	1
SNX16	SNX16-203	1
SNX16	SNX16-212	1
SNX16	SNX16-208	0
SNX16	SNX16-211	0
SNX16	SNX16-210	0
SNX16	SNX16-205	0
SNX16	SNX16-207	0
SNX16	SNX16-204	0
SNX16	SNX16-209	0
RALYL	RALYL-209	0
RALYL	RALYL-208	1
RALYL	RALYL-207	1
RALYL	RALYL-205	1
RALYL	RALYL-204	1
RALYL	RALYL-202	0
RALYL	RALYL-201	1
RALYL	RALYL-210	0
RALYL	RALYL-211	1
RALYL	RALYL-206	1
LRRCC1	LRRCC1-201	1
LRRCC1	LRRCC1-202	1
E2F5	E2F5-202	1
E2F5	E2F5-203	1
E2F5	E2F5-204	1
E2F5	E2F5-208	1
E2F5	E2F5-205	0
E2F5	E2F5-206	0
RBIS	RBIS-213	1
RBIS	RBIS-210	1
RBIS	RBIS-209	1
RBIS	RBIS-208	1
RBIS	RBIS-206	1
RBIS	RBIS-207	1
RBIS	RBIS-212	1
RBIS	RBIS-205	0
RBIS	RBIS-201	1
CA13	CA13-201	1
CA1	CA1-219	1
CA1	CA1-222	1
CA1	CA1-225	1
CA1	CA1-224	1
CA1	CA1-201	1
CA1	CA1-215	1
CA1	CA1-213	0
CA1	CA1-223	0
CA1	CA1-204	0
CA1	CA1-208	0
CA1	CA1-210	0
CA1	CA1-203	0
CA1	CA1-214	0
CA1	CA1-216	0
CA1	CA1-218	0
CA1	CA1-217	0
CA1	CA1-221	0
CA1	CA1-207	0
CA3	CA3-202	0
CA3	CA3-201	1
CA2	CA2-201	1
ATP6V0D2	ATP6V0D2-202	0
ATP6V0D2	ATP6V0D2-203	0
ATP6V0D2	ATP6V0D2-201	1
PSKH2	PSKH2-201	1
SLC7A13	SLC7A13-201	1
SLC7A13	SLC7A13-202	1
WWP1	WWP1-202	1
WWP1	WWP1-201	1
WWP1	WWP1-205	0
WWP1	WWP1-207	0
RMDN1	RMDN1-204	0
RMDN1	RMDN1-209	0
RMDN1	RMDN1-211	0
RMDN1	RMDN1-210	0
RMDN1	RMDN1-201	1
RMDN1	RMDN1-218	1
RMDN1	RMDN1-212	1
RMDN1	RMDN1-202	1
RMDN1	RMDN1-213	0
RMDN1	RMDN1-216	0
RMDN1	RMDN1-214	0
CPNE3	CPNE3-203	1
CPNE3	CPNE3-212	0
CPNE3	CPNE3-209	0
CPNE3	CPNE3-211	0
CPNE3	CPNE3-210	0
CPNE3	CPNE3-206	0
CPNE3	CPNE3-205	0
CPNE3	CPNE3-202	0
CNGB3	CNGB3-202	0
CNGB3	CNGB3-201	1
CNBD1	CNBD1-202	1
CNBD1	CNBD1-207	1
CNBD1	CNBD1-206	0
CNBD1	CNBD1-203	0
DCAF4L2	DCAF4L2-201	1
MMP16	MMP16-201	1
MMP16	MMP16-203	0
RIPK2	RIPK2-201	1
OSGIN2	OSGIN2-204	1
OSGIN2	OSGIN2-201	1
OSGIN2	OSGIN2-202	1
OSGIN2	OSGIN2-203	1
NBN	NBN-201	1
NBN	NBN-203	1
NBN	NBN-211	0
NBN	NBN-208	0
NBN	NBN-207	0
NBN	NBN-206	0
DECR1	DECR1-209	0
DECR1	DECR1-215	1
DECR1	DECR1-201	1
DECR1	DECR1-205	0
DECR1	DECR1-211	0
CALB1	CALB1-201	1
CALB1	CALB1-208	1
CALB1	CALB1-211	0
CALB1	CALB1-209	0
CALB1	CALB1-207	0
TMEM64	TMEM64-201	1
TMEM64	TMEM64-203	1
TMEM64	TMEM64-202	0
TMEM64	TMEM64-204	1
TMEM64	TMEM64-206	0
NECAB1	NECAB1-201	1
NECAB1	NECAB1-205	1
NECAB1	NECAB1-202	1
C8orf88	C8orf88-201	1
PIP4P2	PIP4P2-201	1
PIP4P2	PIP4P2-204	0
PIP4P2	PIP4P2-206	1
OTUD6B	OTUD6B-206	1
OTUD6B	OTUD6B-205	1
OTUD6B	OTUD6B-201	1
OTUD6B	OTUD6B-202	1
LRRC69	LRRC69-203	0
LRRC69	LRRC69-201	1
LRRC69	LRRC69-202	1
SLC26A7	SLC26A7-207	0
SLC26A7	SLC26A7-208	1
SLC26A7	SLC26A7-209	1
SLC26A7	SLC26A7-210	1
SLC26A7	SLC26A7-202	1
SLC26A7	SLC26A7-201	1
SLC26A7	SLC26A7-205	0
RUNX1T1	RUNX1T1-249	1
RUNX1T1	RUNX1T1-252	1
RUNX1T1	RUNX1T1-248	1
RUNX1T1	RUNX1T1-205	1
RUNX1T1	RUNX1T1-250	1
RUNX1T1	RUNX1T1-201	1
RUNX1T1	RUNX1T1-251	1
RUNX1T1	RUNX1T1-246	1
RUNX1T1	RUNX1T1-203	1
RUNX1T1	RUNX1T1-202	1
RUNX1T1	RUNX1T1-204	1
RUNX1T1	RUNX1T1-227	1
RUNX1T1	RUNX1T1-215	1
RUNX1T1	RUNX1T1-234	1
RUNX1T1	RUNX1T1-217	0
RUNX1T1	RUNX1T1-230	0
RUNX1T1	RUNX1T1-221	0
RUNX1T1	RUNX1T1-207	0
RUNX1T1	RUNX1T1-242	0
RUNX1T1	RUNX1T1-208	0
RUNX1T1	RUNX1T1-235	0
RUNX1T1	RUNX1T1-225	0
RUNX1T1	RUNX1T1-232	0
RUNX1T1	RUNX1T1-226	0
RUNX1T1	RUNX1T1-244	0
RUNX1T1	RUNX1T1-213	0
RUNX1T1	RUNX1T1-210	0
RUNX1T1	RUNX1T1-233	0
RUNX1T1	RUNX1T1-228	0
RUNX1T1	RUNX1T1-214	0
RUNX1T1	RUNX1T1-216	0
RUNX1T1	RUNX1T1-218	0
RUNX1T1	RUNX1T1-224	0
RUNX1T1	RUNX1T1-212	0
TRIQK	TRIQK-223	1
TRIQK	TRIQK-214	1
TRIQK	TRIQK-206	1
TRIQK	TRIQK-219	1
TRIQK	TRIQK-212	1
TRIQK	TRIQK-211	1
TRIQK	TRIQK-204	1
TRIQK	TRIQK-201	1
TRIQK	TRIQK-220	1
TRIQK	TRIQK-213	1
TRIQK	TRIQK-207	1
TRIQK	TRIQK-221	1
TRIQK	TRIQK-209	1
TRIQK	TRIQK-203	0
TRIQK	TRIQK-216	0
TRIQK	TRIQK-215	0
CIBAR1	CIBAR1-217	0
CIBAR1	CIBAR1-207	0
CIBAR1	CIBAR1-214	1
CIBAR1	CIBAR1-206	1
CIBAR1	CIBAR1-215	0
CIBAR1	CIBAR1-202	1
CIBAR1	CIBAR1-219	1
CIBAR1	CIBAR1-216	0
CIBAR1	CIBAR1-212	0
CIBAR1	CIBAR1-208	0
CIBAR1	CIBAR1-204	1
CIBAR1	CIBAR1-213	0
CIBAR1	CIBAR1-209	1
RBM12B	RBM12B-201	1
RBM12B	RBM12B-202	1
RBM12B	RBM12B-208	1
RBM12B	RBM12B-204	0
RBM12B	RBM12B-203	0
RBM12B	RBM12B-205	0
RBM12B	RBM12B-207	0
TMEM67	TMEM67-204	0
TMEM67	TMEM67-213	0
TMEM67	TMEM67-214	0
TMEM67	TMEM67-202	1
TMEM67	TMEM67-205	1
TMEM67	TMEM67-206	0
TMEM67	TMEM67-221	0
TMEM67	TMEM67-218	0
PDP1	PDP1-207	0
PDP1	PDP1-201	1
PDP1	PDP1-208	1
PDP1	PDP1-204	0
PDP1	PDP1-202	1
PDP1	PDP1-205	0
PDP1	PDP1-203	1
PDP1	PDP1-206	0
PDP1	PDP1-209	0
CDH17	CDH17-201	1
CDH17	CDH17-202	1
CDH17	CDH17-203	1
CDH17	CDH17-205	0
GEM	GEM-201	1
GEM	GEM-202	1
GEM	GEM-204	0
RAD54B	RAD54B-202	1
RAD54B	RAD54B-208	0
RAD54B	RAD54B-201	1
FSBP	FSBP-201	1
VIRMA	VIRMA-201	1
VIRMA	VIRMA-202	1
ESRP1	ESRP1-202	1
ESRP1	ESRP1-203	1
ESRP1	ESRP1-201	1
ESRP1	ESRP1-212	1
ESRP1	ESRP1-204	1
ESRP1	ESRP1-207	0
ESRP1	ESRP1-206	0
DPY19L4	DPY19L4-206	0
DPY19L4	DPY19L4-201	1
DPY19L4	DPY19L4-203	0
DPY19L4	DPY19L4-202	0
DPY19L4	DPY19L4-205	0
DPY19L4	DPY19L4-208	0
INTS8	INTS8-212	0
INTS8	INTS8-218	0
INTS8	INTS8-211	0
INTS8	INTS8-217	1
INTS8	INTS8-204	0
INTS8	INTS8-203	0
INTS8	INTS8-207	0
CCNE2	CCNE2-205	1
CCNE2	CCNE2-201	1
CCNE2	CCNE2-202	1
CCNE2	CCNE2-208	0
NDUFAF6	NDUFAF6-218	0
NDUFAF6	NDUFAF6-202	1
NDUFAF6	NDUFAF6-208	0
NDUFAF6	NDUFAF6-201	1
NDUFAF6	NDUFAF6-203	1
NDUFAF6	NDUFAF6-209	0
TP53INP1	TP53INP1-202	1
TP53INP1	TP53INP1-201	1
PLEKHF2	PLEKHF2-201	1
PLEKHF2	PLEKHF2-202	1
C8orf37	C8orf37-201	1
GDF6	GDF6-201	1
GDF6	GDF6-203	1
GDF6	GDF6-202	1
UQCRB	UQCRB-201	1
UQCRB	UQCRB-202	1
UQCRB	UQCRB-204	1
UQCRB	UQCRB-209	1
MTERF3	MTERF3-204	1
MTERF3	MTERF3-201	1
MTERF3	MTERF3-203	1
MTERF3	MTERF3-205	1
MTERF3	MTERF3-202	0
PTDSS1	PTDSS1-202	1
PTDSS1	PTDSS1-206	1
SDC2	SDC2-202	1
SDC2	SDC2-201	1
SDC2	SDC2-207	1
SDC2	SDC2-204	1
SDC2	SDC2-206	0
SDC2	SDC2-208	0
CPQ	CPQ-201	1
CPQ	CPQ-204	0
CPQ	CPQ-202	0
CPQ	CPQ-203	0
CPQ	CPQ-205	0
CPQ	CPQ-206	0
TSPYL5	TSPYL5-201	1
MTDH	MTDH-201	1
MTDH	MTDH-203	1
MTDH	MTDH-206	0
MTDH	MTDH-204	0
LAPTM4B	LAPTM4B-204	1
LAPTM4B	LAPTM4B-201	1
LAPTM4B	LAPTM4B-203	1
LAPTM4B	LAPTM4B-202	0
MATN2	MATN2-211	1
MATN2	MATN2-201	1
MATN2	MATN2-218	1
MATN2	MATN2-213	1
MATN2	MATN2-208	1
MATN2	MATN2-203	0
MATN2	MATN2-210	0
MATN2	MATN2-207	0
MATN2	MATN2-215	0
MATN2	MATN2-202	0
MATN2	MATN2-206	0
MATN2	MATN2-214	0
RPL30	RPL30-209	1
RPL30	RPL30-202	1
RPL30	RPL30-201	1
RPL30	RPL30-213	1
RPL30	RPL30-211	0
ERICH5	ERICH5-202	1
ERICH5	ERICH5-201	1
RIDA	RIDA-201	1
RIDA	RIDA-204	0
RIDA	RIDA-205	0
POP1	POP1-202	1
POP1	POP1-204	0
POP1	POP1-201	1
NIPAL2	NIPAL2-202	1
NIPAL2	NIPAL2-201	1
STK3	STK3-219	1
STK3	STK3-201	1
STK3	STK3-217	1
STK3	STK3-204	0
STK3	STK3-208	0
KCNS2	KCNS2-201	1
KCNS2	KCNS2-202	1
OSR2	OSR2-203	1
OSR2	OSR2-210	1
OSR2	OSR2-201	1
OSR2	OSR2-202	1
OSR2	OSR2-209	1
OSR2	OSR2-207	0
OSR2	OSR2-204	0
VPS13B	VPS13B-201	1
VPS13B	VPS13B-202	1
VPS13B	VPS13B-203	1
VPS13B	VPS13B-204	1
VPS13B	VPS13B-209	0
COX6C	COX6C-205	1
COX6C	COX6C-201	1
COX6C	COX6C-204	1
COX6C	COX6C-202	1
COX6C	COX6C-210	1
COX6C	COX6C-208	1
COX6C	COX6C-203	1
COX6C	COX6C-209	1
RGS22	RGS22-201	1
RGS22	RGS22-218	1
RGS22	RGS22-214	1
RGS22	RGS22-204	0
RGS22	RGS22-215	1
RGS22	RGS22-203	0
RGS22	RGS22-211	0
RGS22	RGS22-207	0
RGS22	RGS22-208	0
FBXO43	FBXO43-201	1
POLR2K	POLR2K-203	1
POLR2K	POLR2K-201	1
SPAG1	SPAG1-206	1
SPAG1	SPAG1-201	1
SPAG1	SPAG1-205	1
SPAG1	SPAG1-202	1
RNF19A	RNF19A-205	1
RNF19A	RNF19A-201	1
RNF19A	RNF19A-206	0
RNF19A	RNF19A-211	0
RNF19A	RNF19A-210	0
RNF19A	RNF19A-203	0
RNF19A	RNF19A-202	0
RNF19A	RNF19A-213	0
ANKRD46	ANKRD46-206	1
ANKRD46	ANKRD46-201	1
ANKRD46	ANKRD46-204	1
ANKRD46	ANKRD46-205	1
ANKRD46	ANKRD46-203	1
ANKRD46	ANKRD46-202	0
ANKRD46	ANKRD46-210	0
ANKRD46	ANKRD46-209	0
ANKRD46	ANKRD46-208	0
SNX31	SNX31-201	1
SNX31	SNX31-203	0
SNX31	SNX31-202	1
SNX31	SNX31-205	0
SNX31	SNX31-206	0
SNX31	SNX31-207	0
PABPC1	PABPC1-206	0
PABPC1	PABPC1-216	0
PABPC1	PABPC1-201	1
PABPC1	PABPC1-208	1
PABPC1	PABPC1-219	1
PABPC1	PABPC1-204	0
PABPC1	PABPC1-220	0
PABPC1	PABPC1-224	1
PABPC1	PABPC1-202	0
PABPC1	PABPC1-209	0
PABPC1	PABPC1-222	0
PABPC1	PABPC1-205	0
PABPC1	PABPC1-218	0
PABPC1	PABPC1-214	0
PABPC1	PABPC1-221	0
PABPC1	PABPC1-217	0
PABPC1	PABPC1-215	0
PABPC1	PABPC1-210	0
YWHAZ	YWHAZ-207	1
YWHAZ	YWHAZ-206	1
YWHAZ	YWHAZ-211	1
YWHAZ	YWHAZ-205	1
YWHAZ	YWHAZ-201	1
YWHAZ	YWHAZ-219	1
YWHAZ	YWHAZ-216	1
YWHAZ	YWHAZ-220	1
YWHAZ	YWHAZ-204	1
YWHAZ	YWHAZ-202	1
YWHAZ	YWHAZ-203	1
YWHAZ	YWHAZ-209	1
YWHAZ	YWHAZ-218	0
YWHAZ	YWHAZ-217	0
YWHAZ	YWHAZ-208	0
YWHAZ	YWHAZ-210	0
YWHAZ	YWHAZ-221	0
YWHAZ	YWHAZ-223	0
ZNF706	ZNF706-212	1
ZNF706	ZNF706-201	1
ZNF706	ZNF706-206	1
ZNF706	ZNF706-202	1
ZNF706	ZNF706-205	0
ZNF706	ZNF706-209	1
ZNF706	ZNF706-207	1
ZNF706	ZNF706-213	1
ZNF706	ZNF706-204	1
ZNF706	ZNF706-215	0
ZNF706	ZNF706-210	0
GRHL2	GRHL2-205	0
GRHL2	GRHL2-206	1
GRHL2	GRHL2-201	1
NCALD	NCALD-201	1
NCALD	NCALD-202	1
NCALD	NCALD-203	1
NCALD	NCALD-217	1
NCALD	NCALD-212	1
NCALD	NCALD-225	1
NCALD	NCALD-223	0
NCALD	NCALD-215	0
NCALD	NCALD-209	0
NCALD	NCALD-214	0
NCALD	NCALD-207	0
NCALD	NCALD-222	0
NCALD	NCALD-206	0
NCALD	NCALD-230	0
NCALD	NCALD-204	0
NCALD	NCALD-219	0
NCALD	NCALD-211	0
NCALD	NCALD-227	0
NCALD	NCALD-213	0
NCALD	NCALD-208	0
NCALD	NCALD-221	0
NCALD	NCALD-229	0
NCALD	NCALD-220	0
NCALD	NCALD-226	0
RRM2B	RRM2B-201	1
RRM2B	RRM2B-211	1
RRM2B	RRM2B-208	0
RRM2B	RRM2B-207	1
RRM2B	RRM2B-206	1
RRM2B	RRM2B-203	1
UBR5	UBR5-207	1
UBR5	UBR5-201	1
UBR5	UBR5-204	1
UBR5	UBR5-212	1
UBR5	UBR5-210	0
UBR5	UBR5-208	0
UBR5	UBR5-205	0
ODF1	ODF1-201	1
ODF1	ODF1-202	1
KLF10	KLF10-201	1
KLF10	KLF10-202	1
AZIN1	AZIN1-201	1
AZIN1	AZIN1-202	1
AZIN1	AZIN1-208	0
AZIN1	AZIN1-207	0
AZIN1	AZIN1-204	0
ATP6V1C1	ATP6V1C1-203	1
ATP6V1C1	ATP6V1C1-201	1
ATP6V1C1	ATP6V1C1-202	1
ATP6V1C1	ATP6V1C1-205	1
BAALC	BAALC-205	1
BAALC	BAALC-203	1
BAALC	BAALC-201	1
BAALC	BAALC-202	1
BAALC	BAALC-204	1
FZD6	FZD6-205	1
FZD6	FZD6-206	1
FZD6	FZD6-201	1
CTHRC1	CTHRC1-201	1
CTHRC1	CTHRC1-202	1
CTHRC1	CTHRC1-203	1
CTHRC1	CTHRC1-204	1
SLC25A32	SLC25A32-201	1
AC012213.5	AC012213.5-201	1
DCAF13	DCAF13-209	1
DCAF13	DCAF13-201	1
DCAF13	DCAF13-210	1
DCAF13	DCAF13-205	1
DCAF13	DCAF13-206	0
DCAF13	DCAF13-208	1
DCAF13	DCAF13-203	1
RIMS2	RIMS2-215	1
RIMS2	RIMS2-216	1
RIMS2	RIMS2-207	1
RIMS2	RIMS2-214	0
RIMS2	RIMS2-212	0
RIMS2	RIMS2-201	1
RIMS2	RIMS2-209	1
RIMS2	RIMS2-204	0
RIMS2	RIMS2-205	1
RIMS2	RIMS2-208	0
RIMS2	RIMS2-202	1
RIMS2	RIMS2-213	0
DPYS	DPYS-201	1
DPYS	DPYS-208	0
DPYS	DPYS-206	0
DCSTAMP	DCSTAMP-208	1
DCSTAMP	DCSTAMP-201	1
DCSTAMP	DCSTAMP-203	1
LRP12	LRP12-202	1
LRP12	LRP12-201	1
LRP12	LRP12-207	0
ZFPM2	ZFPM2-201	1
ZFPM2	ZFPM2-206	1
ZFPM2	ZFPM2-205	0
ZFPM2	ZFPM2-203	1
OXR1	OXR1-215	1
OXR1	OXR1-209	1
OXR1	OXR1-205	1
OXR1	OXR1-210	0
OXR1	OXR1-207	1
OXR1	OXR1-202	1
OXR1	OXR1-211	0
OXR1	OXR1-206	1
OXR1	OXR1-201	1
OXR1	OXR1-212	1
ABRA	ABRA-201	1
ANGPT1	ANGPT1-202	0
ANGPT1	ANGPT1-201	0
ANGPT1	ANGPT1-206	1
ANGPT1	ANGPT1-205	1
ANGPT1	ANGPT1-204	0
RSPO2	RSPO2-203	1
RSPO2	RSPO2-202	1
RSPO2	RSPO2-201	1
RSPO2	RSPO2-207	0
RSPO2	RSPO2-208	0
EIF3E	EIF3E-201	1
EIF3E	EIF3E-214	0
EIF3E	EIF3E-206	1
EIF3E	EIF3E-209	0
EIF3E	EIF3E-211	0
EIF3E	EIF3E-210	0
EIF3E	EIF3E-203	0
EMC2	EMC2-207	0
EMC2	EMC2-201	1
EMC2	EMC2-205	0
TMEM74	TMEM74-201	1
TRHR	TRHR-202	1
TRHR	TRHR-201	1
NUDCD1	NUDCD1-201	1
NUDCD1	NUDCD1-202	1
ENY2	ENY2-210	1
ENY2	ENY2-208	1
ENY2	ENY2-211	1
PKHD1L1	PKHD1L1-201	1
PKHD1L1	PKHD1L1-202	0
EBAG9	EBAG9-202	1
EBAG9	EBAG9-205	0
EBAG9	EBAG9-209	1
EBAG9	EBAG9-201	1
EBAG9	EBAG9-206	0
EBAG9	EBAG9-210	1
EBAG9	EBAG9-208	0
EBAG9	EBAG9-207	1
SYBU	SYBU-201	1
SYBU	SYBU-235	1
SYBU	SYBU-206	1
SYBU	SYBU-230	1
SYBU	SYBU-202	1
SYBU	SYBU-209	1
SYBU	SYBU-217	1
SYBU	SYBU-222	1
SYBU	SYBU-219	1
SYBU	SYBU-208	1
SYBU	SYBU-204	1
SYBU	SYBU-207	1
SYBU	SYBU-203	1
SYBU	SYBU-205	1
SYBU	SYBU-231	1
SYBU	SYBU-224	1
SYBU	SYBU-232	1
SYBU	SYBU-233	0
SYBU	SYBU-216	0
SYBU	SYBU-223	0
SYBU	SYBU-218	0
SYBU	SYBU-228	0
SYBU	SYBU-234	0
SYBU	SYBU-225	0
SYBU	SYBU-226	0
SYBU	SYBU-237	0
SYBU	SYBU-210	0
SYBU	SYBU-236	0
SYBU	SYBU-220	0
SYBU	SYBU-211	0
SYBU	SYBU-238	0
SYBU	SYBU-213	0
KCNV1	KCNV1-202	1
KCNV1	KCNV1-201	1
CSMD3	CSMD3-203	1
CSMD3	CSMD3-201	1
CSMD3	CSMD3-202	0
CSMD3	CSMD3-204	1
TRPS1	TRPS1-212	1
TRPS1	TRPS1-203	1
TRPS1	TRPS1-201	1
TRPS1	TRPS1-208	1
TRPS1	TRPS1-211	1
TRPS1	TRPS1-207	0
TRPS1	TRPS1-209	1
TRPS1	TRPS1-206	0
TRPS1	TRPS1-202	0
TRPS1	TRPS1-210	0
TRPS1	TRPS1-204	0
TRPS1	TRPS1-205	0
EIF3H	EIF3H-209	1
EIF3H	EIF3H-212	1
EIF3H	EIF3H-201	1
EIF3H	EIF3H-204	0
EIF3H	EIF3H-205	0
EIF3H	EIF3H-210	0
EIF3H	EIF3H-208	0
UTP23	UTP23-202	0
UTP23	UTP23-201	1
UTP23	UTP23-203	1
UTP23	UTP23-205	1
RAD21	RAD21-201	1
RAD21	RAD21-210	1
RAD21	RAD21-203	1
RAD21	RAD21-204	1
RAD21	RAD21-207	0
RAD21	RAD21-202	0
RAD21	RAD21-206	0
RAD21	RAD21-208	0
AARD	AARD-201	1
SLC30A8	SLC30A8-208	1
SLC30A8	SLC30A8-209	0
SLC30A8	SLC30A8-201	1
SLC30A8	SLC30A8-204	0
SLC30A8	SLC30A8-203	0
SLC30A8	SLC30A8-205	1
SLC30A8	SLC30A8-202	1
MED30	MED30-201	1
MED30	MED30-204	1
EXT1	EXT1-201	1
SAMD12	SAMD12-202	1
SAMD12	SAMD12-205	1
SAMD12	SAMD12-201	1
TNFRSF11B	TNFRSF11B-201	1
COLEC10	COLEC10-201	1
MAL2	MAL2-201	1
MAL2	MAL2-203	1
MAL2	MAL2-204	1
MAL2	MAL2-202	1
CCN3	CCN3-201	1
ENPP2	ENPP2-202	1
ENPP2	ENPP2-201	1
ENPP2	ENPP2-203	1
ENPP2	ENPP2-207	1
ENPP2	ENPP2-208	1
ENPP2	ENPP2-206	0
TAF2	TAF2-201	1
TAF2	TAF2-209	0
TAF2	TAF2-207	0
DSCC1	DSCC1-201	1
DEPTOR	DEPTOR-203	1
DEPTOR	DEPTOR-201	1
COL14A1	COL14A1-209	1
COL14A1	COL14A1-202	1
COL14A1	COL14A1-203	1
COL14A1	COL14A1-208	0
COL14A1	COL14A1-205	0
COL14A1	COL14A1-201	1
COL14A1	COL14A1-206	0
MRPL13	MRPL13-201	1
MRPL13	MRPL13-203	0
MTBP	MTBP-201	1
SNTB1	SNTB1-201	1
SNTB1	SNTB1-202	1
SNTB1	SNTB1-205	0
HAS2	HAS2-201	1
ZHX2	ZHX2-201	1
ZHX2	ZHX2-202	0
DERL1	DERL1-201	1
DERL1	DERL1-202	1
DERL1	DERL1-203	1
DERL1	DERL1-204	1
DERL1	DERL1-205	1
TBC1D31	TBC1D31-209	0
TBC1D31	TBC1D31-208	0
TBC1D31	TBC1D31-201	1
TBC1D31	TBC1D31-202	1
TBC1D31	TBC1D31-214	1
TBC1D31	TBC1D31-210	1
TBC1D31	TBC1D31-213	0
TBC1D31	TBC1D31-205	0
TBC1D31	TBC1D31-211	0
TBC1D31	TBC1D31-206	1
FAM83A	FAM83A-202	1
FAM83A	FAM83A-208	1
FAM83A	FAM83A-201	1
FAM83A	FAM83A-205	1
C8orf76	C8orf76-201	1
ZHX1-C8orf76	ZHX1-C8orf76-201	1
ZHX1-C8orf76	ZHX1-C8orf76-202	0
ZHX1	ZHX1-201	1
ZHX1	ZHX1-202	1
ZHX1	ZHX1-206	1
ZHX1	ZHX1-208	0
ATAD2	ATAD2-201	1
ATAD2	ATAD2-205	1
NTAQ1	NTAQ1-208	1
NTAQ1	NTAQ1-209	1
NTAQ1	NTAQ1-201	1
NTAQ1	NTAQ1-210	1
NTAQ1	NTAQ1-206	1
NTAQ1	NTAQ1-203	1
FBXO32	FBXO32-203	1
FBXO32	FBXO32-202	1
KLHL38	KLHL38-201	1
ANXA13	ANXA13-202	1
ANXA13	ANXA13-201	1
ANXA13	ANXA13-204	0
FAM91A1	FAM91A1-201	1
FAM91A1	FAM91A1-207	1
FER1L6	FER1L6-201	1
TMEM65	TMEM65-201	1
TRMT12	TRMT12-201	1
RNF139	RNF139-201	1
RNF139	RNF139-202	0
TATDN1	TATDN1-201	1
TATDN1	TATDN1-221	1
TATDN1	TATDN1-206	1
TATDN1	TATDN1-214	0
TATDN1	TATDN1-202	1
TATDN1	TATDN1-220	1
TATDN1	TATDN1-205	0
TATDN1	TATDN1-219	0
TATDN1	TATDN1-216	0
NDUFB9	NDUFB9-208	1
NDUFB9	NDUFB9-201	1
NDUFB9	NDUFB9-204	1
NDUFB9	NDUFB9-202	1
MTSS1	MTSS1-205	1
MTSS1	MTSS1-202	1
MTSS1	MTSS1-206	0
MTSS1	MTSS1-201	1
MTSS1	MTSS1-203	1
MTSS1	MTSS1-216	1
MTSS1	MTSS1-214	0
MTSS1	MTSS1-211	0
MTSS1	MTSS1-212	0
ZNF572	ZNF572-201	1
SQLE	SQLE-206	1
SQLE	SQLE-201	1
SQLE	SQLE-205	0
SQLE	SQLE-203	0
WASHC5	WASHC5-201	1
WASHC5	WASHC5-202	1
WASHC5	WASHC5-206	0
NSMCE2	NSMCE2-212	0
NSMCE2	NSMCE2-206	1
NSMCE2	NSMCE2-208	1
NSMCE2	NSMCE2-203	0
NSMCE2	NSMCE2-201	1
NSMCE2	NSMCE2-204	0
NSMCE2	NSMCE2-210	1
NSMCE2	NSMCE2-202	1
TRIB1	TRIB1-201	1
TRIB1	TRIB1-203	1
TRIB1	TRIB1-202	1
LRATD2	LRATD2-201	1
